,Año,Emision_CO2,Emisiones_CO2_percapita,Clave_Hash
3107,1999,"15.287,72",11.073085281,51285
3108,2000,"15.181,38",10.867246248,51285
3109,2001,"15.595,75",11.235200974,51285
3110,2002,"14.935,69",10.828064668,51285
3111,2003,"17.051,55",12.43984913,51285
3112,2004,"17.216,57",12.635547319,51285
3113,2005,"16.780,19",12.385962245,51285
3114,2006,"16.189,81",12.020852979,51285
3115,2007,"18.844,71",14.056085718,51285
3116,2008,"17.491,59",13.081834431,51285
3117,2009,"14.745,01",11.048963106,51285
3118,2010,"18.338,67",13.773196643,51285
3119,2011,"18.650,36",14.049882518,51285
3120,1960,"352,032",0.015892219,51064
3121,1961,"341,031",0.015042523,51064
3122,1962,"396,036",0.017054836,51064
3123,1963,"421,705",0.017719905,51064
3124,1964,"407,037",0.016683919,51064
3125,1965,"645,392",0.025801694,51064
3126,1966,"825,075",0.032177736,51064
3127,1967,"1.074,43",0.040882781,51064
3128,1968,"1.727,16",0.064098259,51064
3129,1969,"1.668,49",0.060335134,51064
3130,1970,"1.653,82",0.058202254,51064
3131,1971,"1.851,84",0.063318889,51064
3132,1972,"1.408,13",0.046727316,51064
3133,1973,"1.752,83",0.056490424,51064
3134,1974,"1.738,16",0.05456418,51064
3135,1975,"1.210,11",0.037155796,51064
3136,1976,"1.177,11",0.035514359,51064
3137,1977,"1.048,76",0.031200013,51064
3138,1978,"1.371,46",0.04027371,51064
3139,1979,"1.848,17",0.053462499,51064
3140,1980,"1.822,50",0.051716809,51064
3141,1981,"1.866,50",0.051713255,51064
3142,1982,"1.481,47",0.039921511,51064
3143,1983,"1.844,50",0.048210431,51064
3144,1984,"1.664,82",0.042154225,51064
3145,1985,"1.815,17",0.044515527,51064
3146,1986,"2.214,87",0.052613302,51064
3147,1987,"2.581,57",0.059387048,51064
3148,1988,"2.673,24",0.059526165,51064
3149,1989,"2.827,26",0.060888166,51064
3150,1990,"3.017,94",0.062799074,51064
3151,1991,"2.984,94",0.059956589,51064
3152,1992,"2.966,60",0.057489213,51064
3153,1993,"3.028,94",0.056639088,51064
3154,1994,"2.948,27",0.053250018,51064
3155,1995,"2.145,20",0.037479018,51064
3156,1996,"3.744,01",0.063375665,51064
3157,1997,"4.272,06",0.070156446,51064
3158,1998,"5.023,79",0.080114599,51064
3159,1999,"5.064,13",0.078452585,51064
3160,2000,"5.819,53",0.087585994,51064
3161,2001,"4.308,73",0.062999385,51064
3162,2002,"4.481,07",0.063659604,51064
3163,2003,"4.946,78",0.068295273,51064
3164,2004,"5.243,81",0.070380123,51064
3165,2005,"5.053,13",0.065960442,51064
3166,2006,"5.419,83",0.068835709,51064
3167,2007,"5.914,87",0.073120622,51064
3168,2008,"6.369,58",0.076668381,51064
3169,2009,"6.560,26",0.076906232,51064
3170,2010,"6.618,94",0.07559157,51064
3171,2011,"7.543,02",0.083943117,51064
3172,1960,"15.104,37",3.409846728,57612
3173,1961,"14.939,36",3.348877215,57612
3174,1962,"16.809,53",3.742567366,57612
3175,1963,"19.358,09",4.279630907,57612
3176,1964,"22.852,74",5.024189944,57612
3177,1965,"25.327,97",5.549837063,57612
3178,1966,"29.519,35",6.444050245,57612
3179,1967,"28.617,27",6.213386589,57612
3180,1968,"33.314,70",7.200890139,57612
3181,1969,"37.935,12",8.20434233,57612
3182,1970,"40.395,67",8.769643882,57612
3183,1971,"40.582,69",8.799132244,57612
3184,1972,"44.161,68",9.51830728,57612
3185,1973,"49.387,16",10.584290328,57612
3186,1974,"46.680,91",9.9520677,57612
3187,1975,"46.101,52",9.785017744,57612
3188,1976,"51.279,33",10.851242915,57612
3189,1977,"50.219,57",10.597299754,57612
3190,1978,"51.913,72",10.923390457,57612
3191,1979,"54.333,94",11.403457308,57612
3192,1980,"58.246,63",12.186672553,57612
3193,1981,"51.510,35",10.731403194,57612
3194,1982,"43.083,58",8.925664185,57612
3195,1983,"41.576,45",8.562246655,57612
3196,1984,"42.254,84",8.65558094,57612
3197,1985,"49.665,85",10.131326183,57612
3198,1986,"53.329,18",10.843332885,57612
3199,1987,"57.656,24",11.689943864,57612
3200,1988,"52.185,08",10.549939846,57612
3201,1989,"52.584,78",10.592435577,57612
3202,1990,"51.745,04",10.377168961,57612
3203,1991,"53.699,55",10.710477209,57612
3204,1992,"47.472,98",9.415521088,57612
3205,1993,"50.402,92",9.948375064,57612
3206,1994,"57.223,54",11.246027923,57612
3207,1995,"52.713,13",10.32014335,57612
3208,1996,"61.282,90",11.958636163,57612
3209,1997,"59.933,45",11.660578209,57612
3210,1998,"56.988,85",11.058284489,57612
3211,1999,"55.423,04",10.729516401,57612
3212,2000,"52.427,10",10.12847414,57612
3213,2001,"57.051,19",10.996742102,57612
3214,2002,"61.682,61",11.86067583,57612
3215,2003,"69.130,28",13.261096939,57612
3216,2004,"67.091,43",12.832674977,57612
3217,2005,"54.645,63",10.416438052,57612
3218,2006,"66.200,35",12.570638448,57612
3219,2007,"63.985,48",12.098481863,57612
3220,2008,"56.596,48",10.651652172,57612
3221,2009,"53.167,83",9.958628519,57612
3222,2010,"61.843,96",11.530840228,57612
3223,2011,"54.766,65",10.164046099,57612
3224,1960,"194,351",0.494050328,71632
3225,1961,"168,682",0.414297363,71632
3226,1962,"231,021",0.547993719,71632
3227,1963,"242,022",0.55483164,71632
3228,1964,"425,372",0.944322592,71632
3229,1965,"344,698",0.743069388,71632
3230,1966,"322,696",0.677464526,71632
3231,1967,"355,699",0.729024351,71632
3232,1968,"396,036",0.793839086,71632
3233,1969,"432,706",0.849010809,71632
3234,1970,"520,714",1.000355408,71632
3235,1971,"550,05",1.0347046,71632
3236,1972,"579,386",1.067380727,71632
3237,1973,"630,724",1.13826702,71632
3238,1974,"671,061",1.186907706,71632
3239,1975,"623,39",1.08116311,71632
3240,1976,"484,044",0.823872427,71632
3241,1977,"766,403",1.281057671,71632
3242,1978,"711,398",1.167474087,71632
3243,1979,"839,743",1.35106614,71632
3244,1980,"795,739",1.252627287,71632
3245,1981,"1.081,77",1.661807155,71632
3246,1982,"839,743",1.256731558,71632
3247,1983,"715,065",1.04329804,71632
3248,1984,"583,053",0.83249758,71632
3249,1985,"579,386",0.814129722,71632
3250,1986,"605,055",0.842052305,71632
3251,1987,"476,71",0.660514739,71632
3252,1988,"553,717",0.765947175,71632
3253,1989,"630,724",0.870415553,71632
3254,1990,"817,741",1.122305545,71632
3255,1991,"674,728",0.917411883,71632
3256,1992,"722,399",0.970269994,71632
3257,1993,"762,736",1.010214245,71632
3258,1994,"817,741",1.068012684,71632
3259,1995,"869,079",1.120672136,71632
3260,1996,"894,748",1.140563355,71632
3261,1997,"737,067",0.929631877,71632
3262,1998,"704,064",0.879734704,71632
3263,1999,"803,073",0.995758183,71632
3264,2000,"865,412",1.066799142,71632
3265,2001,"1.114,77",1.369132232,71632
3266,2002,"836,076",1.024991081,71632
3267,2003,"861,745",1.055250506,71632
3268,2004,"1.133,10",1.384610591,71632
3269,2005,"1.364,12",1.659881726,71632
3270,2006,"1.360,46",1.644275372,71632
3271,2007,"1.202,78",1.440917951,71632
3272,2008,"1.078,10",1.278570124,71632
3273,2009,"847,077",0.994392232,71632
3274,2010,"1.294,45",1.505259596,71632
3275,2011,"1.235,78",1.424813248,71632
3276,1960,"271.218,65",5.793507945,50967
3277,1961,"281.211,23",5.927130464,50967
3278,1962,"298.706,49",6.207578239,50967
3279,1963,"334.019,70",6.844149785,50967
3280,1964,"345.303,06",6.982957004,50967
3281,1965,"351.852,32",7.033701955,50967
3282,1966,"347.235,56",6.874765083,50967
3283,1967,"372.009,82",7.30642216,50967
3284,1968,"384.631,63",7.501194027,50967
3285,1969,"413.259,90",8.00297878,50967
3286,1970,"439.013,24",8.436868233,50967
3287,1971,"462.434,37",8.81155982,50967
3288,1972,"480.729,03",9.07734214,50967
3289,1973,"516.599,63",9.666680526,50967
3290,1974,"499.071,37",9.262230669,50967
3291,1975,"446.919,29",8.237752775,50967
3292,1976,"505.602,29",9.27004864,50967
3293,1977,"480.857,38",8.780463816,50967
3294,1978,"505.858,98",9.20614423,50967
3295,1979,"529.155,43",9.598217534,50967
3296,1980,"505.363,94",9.131853937,50967
3297,1981,"454.700,67",8.180155178,50967
3298,1982,"436.893,71",7.821404774,50967
3299,1983,"422.603,42",7.52548753,50967
3300,1984,"405.342,85",7.177923254,50967
3301,1985,"400.880,11",7.058284444,50967
3302,1986,"385.614,39",6.749452533,50967
3303,1987,"377.491,98",6.56706621,50967
3304,1988,"372.207,83",6.435519509,50967
3305,1989,"390.649,18",6.714180737,50967
3306,1990,"375.632,81",6.419668186,50967
3307,1991,"390.627,18",6.670624392,50967
3308,1992,"365.819,92",6.216012937,50967
3309,1993,"359.861,05",6.088322359,50967
3310,1994,"338.093,73",5.698798649,50967
3311,1995,"349.116,74",5.86337915,50967
3312,1996,"375.280,78",6.280524233,50967
3313,1997,"351.507,62",5.861894899,50967
3314,1998,"381.877,71",6.344928499,50967
3315,1999,"373.461,95",6.173259953,50967
3316,2000,"364.063,43",5.976826414,50967
3317,2001,"381.155,31",6.212048122,50967
3318,2002,"378.929,45",6.131021892,50967
3319,2003,"386.333,12",6.206664599,50967
3320,2004,"388.401,31",6.194114409,50967
3321,2005,"390.550,17",6.181610461,50967
3322,2006,"381.467,01",5.995893723,50967
3323,2007,"374.914,08",5.856547408,50967
3324,2008,"371.734,79",5.774521922,50967
3325,2009,"356.626,75",5.511405389,50967
3326,2010,"357.437,16",5.496706655,50967
3327,2011,"338.805,13",5.185043424,50967
3328,1960,"58,672",1.712251211,63927
3329,1961,"113,677",3.273164411,63927
3330,1962,"117,344",3.338093477,63927
3331,1963,"124,678",3.507116737,63927
3332,1964,"121,011",3.366466366,63927
3333,1965,"135,679",3.731237797,63927
3334,1966,"139,346",3.786164547,63927
3335,1967,"168,682",4.527403511,63927
3336,1968,"183,35",4.861074288,63927
3337,1969,"212,686",5.572948328,63927
3338,1970,"256,69",6.652240392,63927
3339,1971,"260,357",6.678731755,63927
3340,1972,"234,688",5.962601626,63927
3341,1973,"253,023",6.368402507,63927
3342,1974,"300,694",7.495612723,63927
3343,1975,"348,365",8.595450171,63927
3344,1976,"330,03",8.054620003,63927
3345,1977,"407,037",9.820662533,63927
3346,1978,"399,703",9.528989653,63927
3347,1979,"480,377",11.311505133,63927
3348,1980,"421,705",9.804812834,63927
3349,1981,"440,04",10.102160288,63927
3350,1982,"458,375",10.392812606,63927
3351,1983,"487,711",10.920288395,63927
3352,1984,"498,712",11.023939521,63927
3353,1985,"517,047",11.279384817,63927
3354,1986,"491,378",10.567041569,63927
3355,1987,"498,712",10.567275501,63927
3356,1988,"528,048",11.049572077,63927
3357,1989,"579,386",12.04419499,63927
3358,1990,"623,39",12.978909454,63927
3359,1991,"594,054",12.507979955,63927
3360,1992,"605,055",12.991261219,63927
3361,1993,"667,394",14.667677633,63927
3362,1994,"586,72",13.155156951,63927
3363,1995,"689,396",15.632916846,63927
3364,1996,"608,722",13.809169483,63927
3365,1997,"594,054",13.359435087,63927
3366,1998,"630,724",13.976953419,63927
3367,1999,"638,058",13.915598011,63927
3368,2000,"689,396",14.82859048,63927
3369,2001,"762,736",16.224283162,63927
3370,2002,"733,4",15.455618309,63927
3371,2003,"748,068",15.646030285,63927
3372,2004,"766,403",15.93254059,63927
3373,2005,"722,399",14.945052444,63927
3374,2006,"678,395",13.986083909,63927
3375,2007,"689,396",14.185394761,63927
3376,2008,"630,724",12.97012071,63927
3377,2009,"575,719",11.842902104,63927
3378,2010,"630,724",12.986678197,63927
3379,2011,"568,385",11.721211746,63927
3417,1997,"77,007",0.709702689,198179
3418,1998,"80,674",0.745352748,198179
3419,1999,"117,344",1.088453547,198179
3420,2000,"135,679",1.26295262,198179
3421,2001,"176,016",1.642399925,198179
3422,2002,"146,68",1.371058953,198179
3423,2003,"146,68",1.373202516,198179
3424,2004,"146,68",1.376307764,198179
3425,2005,"121,011",1.139484736,198179
3426,2006,"124,678",1.179769114,198179
3427,2007,"143,013",1.360991625,198179
3428,2008,"121,011",1.158310361,198179
3429,2009,"168,682",1.622550764,198179
3430,2010,"121,011",1.167845665,198179
3431,2011,"128,345",1.240335923,198179
3432,1960,"132,012",0.264452943,44278
3433,1961,"165,015",0.327297719,44278
3434,1962,"88,008",0.172630373,44278
3435,1963,"73,34",0.142057451,44278
3436,1964,"190,684",0.364044575,44278
3437,1965,"216,353",0.406287558,44278
3438,1966,"381,368",0.702902157,44278
3439,1967,"1.012,09",1.827444933,44278
3440,1968,"1.961,85",3.466904527,44278
3441,1969,"1.433,80",2.480128487,44278
3442,1970,"2.082,86",3.529552514,44278
3443,1971,"2.845,59",4.728986562,44278
3444,1972,"2.739,25",4.467655257,44278
3445,1973,"5.313,48",8.506676806,44278
3446,1974,"5.452,83",8.56417759,44278
3447,1975,"5.368,49",8.262784373,44278
3448,1976,"5.709,52",8.601600846,44278
3449,1977,"6.314,57",9.302746374,44278
3450,1978,"7.561,35",10.883811646,44278
3451,1979,"6.754,61",9.492897136,44278
3452,1980,"6.633,60",9.09753348,44278
3453,1981,"6.574,93",8.794800112,44278
3454,1982,"6.556,60",8.549847627,44278
3455,1983,"5.518,84",7.01234535,44278
3456,1984,"5.995,55",7.419420905,44278
3457,1985,"6.318,24",7.61150404,44278
3458,1986,"4.968,79",5.824804024,44278
3459,1987,"4.022,70",4.58752938,44278
3460,1988,"4.334,39",4.808124037,44278
3461,1989,"5.771,86",6.228749212,44278
3462,1990,"4.844,11",5.086910316,44278
3463,1991,"1.477,80",1.510654719,44278
3464,1992,"2.130,53",2.120775673,44278
3465,1993,"3.281,97",3.182178254,44278
3466,1994,"3.351,64",3.166029519,44278
3467,1995,"3.857,68",3.550727186,44278
3468,1996,"3.534,99",3.170736914,44278
3469,1997,"3.545,99",3.100079732,44278
3470,1998,"1.631,82",1.391011445,44278
3471,1999,"1.437,46",1.195483744,44278
3472,2000,"1.052,43",0.854557841,44278
3473,2001,"1.782,16",1.413926145,44278
3474,2002,"1.778,50",1.37954238,44278
3475,2003,"1.441,13",1.093345462,44278
3476,2004,"1.851,84",1.374250106,44278
3477,2005,"2.174,53",1.57828952,44278
3478,2006,"2.082,86",1.478335179,44278
3479,2007,"1.991,18",1.381898977,44278
3480,2008,"2.057,19",1.39589453,44278
3481,2009,"2.145,20",1.423082894,44278
3482,2010,"2.244,20",1.455445622,44278
3483,2011,"2.236,87",1.418165749,44278
3484,1960,"584.299,78",11.15075916,64053
3485,1961,"588.938,54",11.15413892,64053
3486,1962,"593.360,94",11.142928394,64053
3487,1963,"603.822,89",11.254853458,64053
3488,1964,"608.355,30",11.265838889,64053
3489,1965,"622.619,93",11.456159513,64053
3490,1966,"618.564,23",11.318960777,64053
3491,1967,"592.517,53",10.784104554,64053
3492,1968,"606.969,17",10.993488228,64053
3493,1969,"628.857,50",11.342670406,64053
3494,1970,"653.063,36",11.7323973,64053
3495,1971,"660.863,07",11.82303629,64053
3496,1972,"648.486,95",11.562354178,64053
3497,1973,"660.034,33",11.745526944,64053
3498,1974,"617.607,14",10.983592861,64053
3499,1975,"603.643,21",10.736053644,64053
3500,1976,"598.912,78",10.654542019,64053
3501,1977,"604.746,97",10.76186851,64053
3502,1978,"605.084,34",10.76729499,64053
3503,1979,"644.893,29",11.46539104,64053
3504,1980,"579.290,66",10.286757042,64053
3505,1981,"560.819,98",9.955296648,64053
3506,1982,"548.520,86",9.740461658,64053
3507,1983,"545.741,28",9.687798405,64053
3508,1984,"529.335,12",9.381702909,64053
3509,1985,"559.855,56",9.900139784,64053
3510,1986,"568.777,37",10.03463939,64053
3511,1987,"571.868,65",10.067746675,64053
3512,1988,"570.464,19",10.020743961,64053
3513,1989,"581.721,88",10.191930628,64053
3514,1990,"555.902,53",9.710497347,64053
3515,1991,"566.804,52",9.870362031,64053
3516,1992,"556.192,23",9.659401562,64053
3517,1993,"545.561,59",9.452091001,64053
3518,1994,"546.606,69",9.446118546,64053
3519,1995,"537.970,90",9.2723181,64053
3520,1996,"551.124,43",9.474872432,64053
3521,1997,"527.021,24",9.037187368,64053
3522,1998,"531.861,68",9.093651543,64053
3523,1999,"530.871,59",9.04651127,64053
3524,2000,"541.799,25",9.199798297,64053
3525,2001,"545.865,95",9.233237014,64053
3526,2002,"527.087,25",8.877934874,64053
3527,2003,"538.517,29",9.028317864,64053
3528,2004,"539.137,01",8.987428516,64053
3529,2005,"542.492,31",8.981481479,64053
3530,2006,"541.373,88",8.8973241,64053
3531,2007,"528.323,03",8.615489319,64053
3532,2008,"521.513,41",8.4377732,64053
3533,2009,"473.237,35",7.598999603,64053
3534,2010,"492.192,07",7.841653312,64053
3535,2011,"448.235,75",7.085732086,64053
3568,1992,"15.335,39",3.146690058,51079
3569,1993,"9.952,24",2.026478386,51079
3570,1994,"6.083,55",1.25134791,51079
3571,1995,"2.302,88",0.486454584,51079
3572,1996,"4.066,70",0.880982431,51079
3573,1997,"4.437,07",0.979139818,51079
3574,1998,"4.961,45",1.105665099,51079
3575,1999,"4.345,40",0.975944975,51079
3576,2000,"4.536,08",1.026657085,51079
3577,2001,"3.769,68",0.859400875,51079
3578,2002,"3.388,31",0.777669956,51079
3579,2003,"3.773,34",0.877317601,51079
3580,2004,"4.323,39",1.018467138,51079
3581,2005,"5.067,79",1.209497375,51079
3582,2006,"6.149,56",1.486837282,51079
3583,2007,"6.420,92",1.572983097,51079
3584,2008,"6.417,25",1.592369727,51079
3585,2009,"6.270,57",1.576312217,51079
3586,2010,"6.530,93",1.663506623,51079
3587,2011,"7.931,72",2.046895742,51079
3588,1960,"1.463,13",0.219944425,43149
3589,1961,"1.345,79",0.195992162,43149
3590,1962,"1.433,80",0.202357559,43149
3591,1963,"1.723,49",0.235983576,43149
3592,1964,"1.650,15",0.219630931,43149
3593,1965,"1.705,16",0.221145789,43149
3594,1966,"1.441,13",0.18262989,43149
3595,1967,"1.496,14",0.185683744,43149
3596,1968,"1.763,83",0.214550845,43149
3597,1969,"1.690,49",0.201312057,43149
3598,1970,"2.625,57",0.305406424,43149
3599,1971,"2.295,54",0.260051094,43149
3600,1972,"2.423,89",0.266842845,43149
3601,1973,"2.475,23",0.264726804,43149
3602,1974,"2.937,27",0.305828964,43149
3603,1975,"2.746,58",0.279368196,43149
3604,1976,"2.434,89",0.242918646,43149
3605,1977,"3.003,27",0.294730688,43149
3606,1978,"2.970,27",0.286858165,43149
3607,1979,"2.658,58",0.251979239,43149
3608,1980,"2.559,57",0.236952423,43149
3609,1981,"3.047,28",0.274094661,43149
3610,1982,"3.043,61",0.264935613,43149
3611,1983,"3.656,00",0.307352589,43149
3612,1984,"2.581,57",0.209693217,43149
3613,1985,"3.325,97",0.261552906,43149
3614,1986,"3.047,28",0.232546002,43149
3615,1987,"3.285,63",0.243734357,43149
3616,1988,"3.450,65",0.24909748,43149
3617,1989,"3.344,30",0.234976683,43149
3618,1990,"3.931,02",0.268728065,43149
3619,1991,"4.044,70",0.268880674,43149
3620,1992,"4.096,04",0.264746912,43149
3621,1993,"4.664,42",0.293226407,43149
3622,1994,"5.071,46",0.310383391,43149
3623,1995,"5.427,16",0.323797083,43149
3624,1996,"5.757,19",0.335320534,43149
3625,1997,"6.395,25",0.364016153,43149
3626,1998,"6.402,58",0.356312531,43149
3627,1999,"6.549,26",0.356239678,43149
3628,2000,"6.288,91",0.334072085,43149
3629,2001,"6.919,63",0.358645138,43149
3630,2002,"7.422,01",0.375072777,43149
3631,2003,"7.631,03",0.375812764,43149
3632,2004,"7.348,67",0.352614883,43149
3633,2005,"6.992,97",0.32693445,43149
3634,2006,"9.358,18",0.42630423,43149
3635,2007,"9.827,56",0.436236777,43149
3636,2008,"9.138,16",0.395319087,43149
3637,2009,"7.708,03",0.325052954,43149
3638,2010,"10.102,59",0.415441052,43149
3639,2011,"10.080,58",0.404379798,43149
3640,1960,"410,704",0.114804749,46422
3641,1961,"616,056",0.169535949,46422
3642,1962,"660,06",0.178831524,46422
3643,1963,"696,73",0.18579863,46422
3644,1964,"700,397",0.183734592,46422
3645,1965,"696,73",0.179671278,46422
3646,1966,"718,732",0.182040147,46422
3647,1967,"726,066",0.180529006,46422
3648,1968,"748,068",0.182699447,46422
3649,1969,"748,068",0.17980783,46422
3650,1970,"792,072",0.187897734,46422
3651,1971,"814,074",0.191137475,46422
3652,1972,"832,409",0.193889744,46422
3653,1973,"803,073",0.18591796,46422
3654,1974,"839,743",0.193455828,46422
3655,1975,"843,41",0.193454419,46422
3656,1976,"887,414",0.202755549,46422
3657,1977,"902,082",0.20531957,46422
3658,1978,"902,082",0.204272392,46422
3659,1979,"946,086",0.212514196,46422
3660,1980,"964,421",0.214003855,46422
3661,1981,"990,09",0.21597385,46422
3662,1982,"982,756",0.209766847,46422
3663,1983,"953,42",0.198433214,46422
3664,1984,"979,089",0.19830735,46422
3665,1985,"993,757",0.195671954,46422
3666,1986,"997,424",0.190947426,46422
3667,1987,"993,757",0.184883028,46422
3668,1988,"1.026,76",0.185059487,46422
3669,1989,"1.045,10",0.18131913,46422
3670,1990,"1.056,10",0.175021818,46422
3671,1991,"1.074,43",0.168747045,46422
3672,1992,"1.074,43",0.159142097,46422
3673,1993,"1.103,77",0.15425297,46422
3674,1994,"1.228,45",0.163001804,46422
3675,1995,"1.250,45",0.159028583,46422
3676,1996,"1.272,45",0.156612982,46422
3677,1997,"1.279,78",0.153610224,46422
3678,1998,"1.243,11",0.146290203,46422
3679,1999,"1.272,45",0.147149249,46422
3680,2000,"1.279,78",0.145443687,46422
3681,2001,"1.298,12",0.144947897,46422
3682,2002,"1.323,79",0.145243067,46422
3683,2003,"1.342,12",0.144600721,46422
3684,2004,"1.342,12",0.141801846,46422
3685,2005,"1.180,77",0.122119267,46422
3686,2006,"1.180,77",0.119290573,46422
3687,2007,"1.210,11",0.119193056,46422
3688,2008,"1.998,52",0.191660762,46422
3689,2009,"2.108,53",0.196768408,46422
3690,2010,"2.486,23",0.225765923,46422
3691,2011,"2.596,24",0.229423425,46422
3692,1960,"18,335",0.049832984,46234
3693,1961,"22,002",0.058401639,46234
3694,1962,"25,669",0.066929144,46234
3695,1963,"29,336",0.075400314,46234
3696,1964,"29,336",0.074352684,46234
3697,1965,"29,336",0.073181744,46234
3698,1966,"33,003",0.080853639,46234
3699,1967,"33,003",0.079268966,46234
3700,1968,"36,67",0.086179141,46234
3701,1969,"47,671",0.109387334,46234
3702,1970,"47,671",0.106579056,46234
3703,1971,"55,005",0.119525938,46234
3704,1972,"66,006",0.139095288,46234
3705,1973,"62,339",0.127258809,46234
3706,1974,"62,339",0.123318536,46234
3707,1975,"99,009",0.190010939,46234
3708,1976,"99,009",0.18457744,46234
3709,1977,"113,677",0.206002649,46234
3710,1978,"139,346",0.245401777,46234
3711,1979,"146,68",0.250668626,46234
3712,1980,"157,681",0.260901003,46234
3713,1981,"157,681",0.252122997,46234
3714,1982,"161,348",0.248916233,46234
3715,1983,"161,348",0.239662522,46234
3716,1984,"172,349",0.24582761,46234
3717,1985,"172,349",0.235419865,46234
3718,1986,"161,348",0.210472764,46234
3719,1987,"179,683",0.223449077,46234
3720,1988,"183,35",0.217481555,46234
3721,1989,"179,683",0.203919668,46234
3722,1990,"190,684",0.207986161,46234
3723,1991,"198,018",0.208551959,46234
3724,1992,"198,018",0.202120851,46234
3725,1993,"209,019",0.207299245,46234
3726,1994,"209,019",0.20163376,46234
3727,1995,"216,353",0.203006157,46234
3728,1996,"216,353",0.197431374,46234
3729,1997,"216,353",0.192008953,46234
3730,1998,"234,688",0.202491629,46234
3731,1999,"256,69",0.215177883,46234
3732,2000,"275,025",0.223804444,46234
3733,2001,"282,359",0.222838238,46234
3734,2002,"315,362",0.241162553,46234
3735,2003,"315,362",0.233541799,46234
3736,2004,"322,696",0.231368576,46234
3737,2005,"322,696",0.22401013,46234
3738,2006,"337,364",0.226764113,46234
3739,2007,"396,036",0.257764784,46234
3740,2008,"410,704",0.258833628,46234
3741,2009,"436,373",0.266259849,46234
3742,2010,"473,043",0.279410774,46234
3743,2011,"421,705",0.241098417,46234
3744,1960,"18,335",0.029744957,68387
3745,1961,"29,336",0.047057087,68387
3746,1962,"40,337",0.064029728,68387
3747,1963,"47,671",0.074884581,68387
3748,1964,"58,672",0.091110966,68387
3749,1965,"66,006",0.10114839,68387
3750,1966,"66,006",0.099617113,68387
3751,1967,"47,671",0.070739717,68387
3752,1968,"62,339",0.09085265,68387
3753,1969,"58,672",0.083947021,68387
3754,1970,"69,673",0.097878982,68387
3755,1971,"73,34",0.10117774,68387
3756,1972,"66,006",0.089424847,68387
3757,1973,"110,01",0.146384888,68387
3758,1974,"102,676",0.134221555,68387
3759,1975,"113,677",0.146023929,68387
3760,1976,"95,342",0.120387545,68387
3761,1977,"102,676",0.12747166,68387
3762,1978,"102,676",0.125310757,68387
3763,1979,"110,01",0.131895721,68387
3764,1980,"146,68",0.172587853,68387
3765,1981,"143,013",0.164961641,68387
3766,1982,"143,013",0.161566305,68387
3767,1983,"143,013",0.158131826,68387
3768,1984,"161,348",0.174547642,68387
3769,1985,"172,349",0.182391282,68387
3770,1986,"183,35",0.18979565,68387
3771,1987,"194,351",0.196767701,68387
3772,1988,"216,353",0.21421789,68387
3773,1989,"231,021",0.223684809,68387
3774,1990,"253,023",0.239557928,68387
3775,1991,"256,69",0.2376339,68387
3776,1992,"260,357",0.235679474,68387
3777,1993,"278,692",0.246694273,68387
3778,1994,"278,692",0.241268588,68387
3779,1995,"282,359",0.239109577,68387
3780,1996,"286,026",0.236971482,68387
3781,1997,"264,024",0.214041118,68387
3782,1998,"172,349",0.136738907,68387
3783,1999,"194,351",0.150925623,68387
3784,2000,"146,68",0.111505145,68387
3785,2001,"150,347",0.1118948,68387
3786,2002,"154,014",0.112225083,68387
3787,2003,"194,351",0.138652195,68387
3788,2004,"201,685",0.14085958,68387
3789,2005,"212,686",0.14539809,68387
3790,2006,"216,353",0.144756166,68387
3791,2007,"231,021",0.151256889,68387
3792,2008,"227,354",0.145619048,68387
3793,2009,"234,688",0.146971003,68387
3794,2010,"238,355",0.145854598,68387
3795,2011,"245,689",0.146810683,68387
3796,1960,"22,002",0.087269698,86931
3797,1961,"22,002",0.08624853,86931
3798,1962,"22,002",0.085298907,86931
3799,1963,"25,669",0.098352427,86931
3800,1964,"25,669",0.096958182,86931
3801,1965,"29,336",0.108882926,86931
3802,1966,"25,669",0.093182561,86931
3803,1967,"25,669",0.090881411,86931
3804,1968,"29,336",0.10161378,86931
3805,1969,"44,004",0.150691405,86931
3806,1970,"36,67",0.126054898,86931
3807,1971,"66,006",0.231669094,86931
3808,1972,"88,008",0.32013852,86931
3809,1973,"29,336",0.111799207,86931
3810,1974,"51,338",0.205691803,86931
3811,1975,"62,339",0.261664708,86931
3812,1976,"62,339",0.272829127,86931
3813,1977,"62,339",0.282906441,86931
3814,1978,"69,673",0.323632969,86931
3815,1979,"62,339",0.289929958,86931
3816,1980,"58,672",0.26595952,86931
3817,1981,"69,673",0.299110478,86931
3818,1982,"73,34",0.291841258,86931
3819,1983,"62,339",0.228181655,86931
3820,1984,"80,674",0.27338778,86931
3821,1985,"66,006",0.209938074,86931
3822,1986,"80,674",0.244283824,86931
3823,1987,"99,009",0.28841213,86931
3824,1988,"106,343",0.299990409,86931
3825,1989,"117,344",0.321093662,86931
3826,1990,"121,011",0.320675318,86931
3827,1991,"201,685",0.516636312,86931
3828,1992,"216,353",0.535419879,86931
3829,1993,"102,676",0.245396251,86931
3830,1994,"36,67",0.084649709,86931
3831,1995,"132,012",0.294451433,86931
3832,1996,"117,344",0.252981606,86931
3833,1997,"293,36",0.611375553,86931
3834,1998,"168,682",0.339858562,86931
3835,1999,"473,043",0.921487805,86931
3836,2000,"454,708",0.856491667,86931
